,NumOfProducts,HasCrCard,IsActiveMember,Gender,CustomerId,Surname,CreditScore,Age,Tenure,Balance,EstimatedSalary
1194,2,1,0,Female,15573769,Fiorentini,764,24,7,0.0,186105.99
4474,1,0,0,Male,15719827,O'Donnell,767,36,3,0.0,65147.27
9874,2,1,0,Male,15671358,Fletcher,720,44,4,0.0,163471.01
2122,1,0,0,Female,15732740,Plant,765,32,9,178095.55,47247.56
4982,2,1,1,Male,15569120,Lucas,615,30,7,0.0,156346.84
8973,1,1,1,Male,15739271,Lei,582,33,2,122394.0,22113.93
5700,4,1,1,Male,15812888,Perreault,447,41,3,0.0,197490.39
934,3,1,1,Male,15790299,Williamson,592,37,9,0.0,10656.89
6101,1,1,1,Male,15588695,Su,833,32,6,0.0,44323.22
4689,1,0,0,Male,15737832,Robertson,771,45,0,139825.56,170984.97
394,1,1,1,Female,15620505,Celis,594,24,0,97378.54,71405.17
4685,1,0,1,Male,15646490,Duffy,537,42,1,190569.23,127154.8
8776,2,1,0,Male,15695383,Griffin,567,44,9,0.0,87677.15
9165,1,1,1,Female,15669946,Jen,663,46,2,141726.88,58257.23
5980,2,1,0,Female,15781710,Carey,558,31,7,0.0,166720.28
9942,1,1,0,Female,15683007,Torode,739,25,5,113113.12,129181.27
2191,1,1,0,Female,15583548,Harrison,525,47,6,118560.0,82522.61
1297,2,1,1,Male,15793247,Hancock,498,34,5,0.0,91711.66
5044,2,0,0,Male,15789498,Miller,562,30,3,111099.79,140650.19
1162,1,1,0,Female,15752731,Millar,615,30,9,0.0,87347.82
4254,2,1,0,Female,15592078,Davide,590,27,8,123599.49,1676.92
6372,2,1,0,Female,15791111,Fink,635,47,2,125724.95,63236.97
1527,1,1,0,Male,15668058,Chinwendu,661,35,8,124098.54,86678.48
4342,1,1,1,Male,15772412,Corser,554,30,6,135370.12,179689.05
2030,2,0,1,Female,15746190,Payton,624,28,2,0.0,104353.26
3060,2,1,1,Female,15599533,Tsao,569,43,7,0.0,77703.19
58,1,1,0,Female,15623944,T'ien,511,66,4,0.0,1643.11
2405,1,1,0,Male,15759021,Kay,685,35,9,0.0,167033.83
5006,2,1,1,Female,15750014,Chikere,755,37,0,113865.23,117396.25
6157,2,1,0,Male,15612444,Manfrin,549,29,3,0.0,146090.38
7375,2,1,1,Male,15638871,Ch'ang,639,77,6,80926.02,55829.25
4506,1,1,1,Female,15635177,Williamson,597,66,3,0.0,70532.53
5214,2,1,1,Female,15709474,Macnamara,740,57,3,113386.36,65121.63
6029,1,0,1,Female,15669011,Bocharova,659,44,9,23503.31,169862.01
1780,2,1,0,Male,15601008,Stevenson,802,33,8,0.0,143706.18
5447,1,0,1,Male,15795124,Pan,726,50,9,94504.35,5078.9
4606,4,1,1,Female,15784958,Allan,797,55,10,0.0,49418.87
6914,1,0,1,Male,15808849,T'ien,702,40,7,145536.9,135334.24
676,2,1,0,Female,15607040,P'an,593,38,4,88736.44,67020.03
3582,1,1,0,Male,15588461,Cremonesi,686,35,4,0.0,8816.37
3653,1,0,1,Female,15744240,Shen,688,46,0,74458.25,6866.31
7920,1,0,1,Male,15684296,Artyomova,714,34,5,141173.03,98896.06
9499,2,1,0,Female,15700813,Igwebuike,522,25,5,94049.92,103269.0
2732,1,1,0,Female,15592816,Udokamma,623,48,1,108076.33,118855.26
4787,1,1,1,Male,15752885,Nnonso,529,42,1,157498.9,82276.62
2754,1,1,1,Male,15579647,Oluchukwu,682,42,0,0.0,160828.98
2337,2,0,0,Female,15660688,King,701,35,9,0.0,170996.86
3643,1,1,0,Male,15698791,Udinesi,679,45,3,146758.24,48466.89
7737,1,1,0,Female,15566563,Duigan,777,30,4,137851.31,5008.23
5516,1,1,1,Male,15569878,Dale,592,37,3,96651.03,3232.82
5246,2,1,1,Female,15801863,Marino,521,32,2,136555.01,129353.21
866,2,1,1,Male,15808017,Cary,545,38,1,88293.13,24302.95
4447,1,1,1,Female,15716381,Greece,666,50,7,109062.28,140136.1
5071,2,1,0,Male,15773277,Barnes,676,35,5,106836.67,84199.78
4881,2,1,0,Male,15614778,Robertson,579,31,6,0.0,26149.25
9510,2,0,1,Female,15735849,Kanayochukwu,617,26,2,165947.99,168834.38
3002,2,0,0,Female,15672091,Ulyanov,786,32,2,104336.43,59559.81
2225,2,0,1,Male,15774098,Grant,701,38,3,125385.49,52044.66
9056,2,0,1,Female,15793311,Smith,765,46,8,119492.88,166896.01
4826,1,1,1,Male,15713346,Panina,794,24,10,146126.75,88992.05
7621,2,0,0,Male,15604963,Fraser,661,39,5,0.0,181461.46
9689,2,1,0,Female,15728005,Urban,698,57,9,111359.55,105715.01
5500,1,1,1,Male,15641877,Ross,681,47,9,97023.21,2168.13
9700,2,1,1,Female,15797149,Lloyd,563,36,4,143680.47,63531.19
8478,2,0,1,Male,15643048,Mueller,639,66,0,0.0,42240.54
5502,1,1,1,Female,15815690,Akabueze,614,40,3,113348.5,77789.01
1210,3,1,0,Male,15658969,Gray,711,51,7,0.0,38409.79
9083,2,1,1,Male,15711396,Henderson,427,40,8,0.0,82870.75
2288,1,1,1,Female,15579166,Munro,619,30,7,70729.17,160948.87
2183,2,1,1,Male,15730735,Henning,713,38,9,72286.84,26136.89
2862,1,0,0,Male,15752375,Ojiofor,645,33,8,149564.61,149913.84
6861,1,0,0,Male,15665524,Savage,605,41,5,103154.66,143203.78
2362,1,1,1,Male,15791053,Lucciano,709,45,4,122917.71,11.58
8463,1,1,0,Male,15661162,Akabueze,526,49,2,0.0,114539.67
6332,1,1,1,Female,15793046,Holden,619,35,4,90413.12,20555.21
4064,3,1,1,Male,15689886,Holden,626,39,10,132287.92,51467.92
9546,2,1,1,Male,15777033,Chizoba,524,29,7,0.0,105448.74
617,1,1,0,Female,15766575,Larionova,612,62,8,140745.33,193437.89
3281,2,1,1,Female,15707634,Anenechukwu,775,32,2,108698.96,161069.73
5226,1,1,1,Male,15783349,Montague,481,39,1,111233.09,123995.15
3397,2,1,0,Male,15691624,Chidiebere,820,33,2,132150.26,23067.97
3065,1,1,1,Male,15614827,Sun,503,42,8,104430.08,147557.71
766,2,0,1,Female,15810864,Williamson,700,82,2,0.0,182055.36
7078,2,0,1,Male,15682576,Onyenachiya,763,67,1,149436.73,106282.74
5279,1,1,1,Female,15731330,Tsui,652,40,7,100471.34,124550.88
4149,1,0,0,Female,15621435,Davies,623,39,1,160903.2,78774.36
1144,1,0,1,Male,15694821,Hardy,765,43,4,148962.76,173878.87
4248,2,1,1,Male,15703292,Chimezie,573,26,8,86270.93,90177.3
4110,2,1,0,Male,15801630,Yen,558,40,6,0.0,173844.89
462,2,1,0,Female,15670039,Sun,509,25,3,108738.71,106920.57
2932,1,1,0,Female,15724858,Begum,688,54,9,0.0,191212.63
4623,1,1,1,Female,15699195,Shen,709,24,3,110949.41,168515.61
3813,1,1,1,Male,15665402,Panicucci,703,73,5,137761.55,159677.46
6308,2,1,0,Male,15766427,Shaw,565,52,5,97720.35,175070.94
4341,2,1,0,Female,15665376,Lavrentiev,647,35,3,166518.63,147930.46
5300,2,1,1,Female,15613734,Fallaci,640,33,6,84719.13,113048.79
6804,2,1,1,Female,15787884,Martin,692,30,7,0.0,18826.34
3282,1,1,1,Female,15806901,Henderson,584,39,2,112687.69,127749.61
2574,2,0,1,Female,15688691,Lei,665,51,9,110610.41,1112.76
7961,2,1,1,Female,15778884,Jamieson,809,38,2,154763.21,174800.31
7879,1,1,0,Male,15665385,Gibney,657,44,6,76495.04,79071.89
828,2,1,1,Female,15596914,Shaw,630,31,2,112373.49,131167.98
6486,2,0,0,Male,15592761,Tung,710,40,5,0.0,162878.96
7599,1,1,0,Female,15609758,Geoghegan,537,45,7,158621.04,120892.96
2540,1,0,0,Female,15769703,West,550,45,8,111257.59,97623.42
5746,1,1,1,Female,15751131,Moss,836,41,7,150302.84,156036.19
8526,1,1,1,Male,15768945,Chibueze,627,27,1,62092.9,105887.04
9566,2,1,0,Male,15743193,Olson,644,37,6,117271.8,104217.96
3742,2,1,0,Female,15698031,Romano,587,39,6,101851.8,7103.71
7498,2,1,1,Female,15659031,Mordvinova,630,36,8,126598.99,134407.93
3524,2,1,1,Female,15700383,Uvarova,763,35,7,115651.6,104706.29
20,2,1,1,Male,15577657,McDonald,732,41,8,0.0,170886.17
1915,1,0,1,Male,15769051,Shaw,503,25,7,0.0,192841.13
6571,1,1,0,Male,15747534,Torkelson,595,46,10,0.0,73489.15
9018,3,1,1,Male,15680611,Rose,663,67,9,0.0,72318.77
2012,1,0,1,Male,15780124,Blair,841,74,9,108131.53,60830.38
5405,2,1,1,Female,15592707,Dolgorukova,531,64,2,175754.87,60721.4
1295,1,0,0,Female,15737748,McWilliam,534,33,3,151233.62,199336.63
3745,2,1,1,Female,15808334,Mackay,776,37,1,93124.04,196079.32
591,1,1,0,Male,15604044,Mitchell,700,38,8,134811.3,1299.75
1406,1,0,1,Male,15629617,Cook,572,23,2,126873.52,67040.12
221,1,0,1,Male,15787155,Yang,514,30,7,0.0,125010.24
5617,1,1,0,Male,15797329,Muir,626,43,4,137638.69,130442.08
6248,2,1,0,Male,15672185,Liu,590,47,3,0.0,171774.5
4418,1,1,0,Female,15644356,Prokhorova,682,47,10,134032.01,144290.97
858,1,1,1,Male,15686137,Barry,456,32,9,147506.25,135399.21
1783,2,0,1,Male,15693381,Tipton,533,38,1,135289.33,152956.33
7259,1,1,1,Male,15718921,Ho,625,32,7,106957.28,134794.02
6856,1,1,1,Male,15670889,Nwachukwu,528,34,1,125566.9,176763.27
1954,2,1,1,Male,15600734,Townsend,624,51,5,174397.21,172372.63
1746,1,0,1,Female,15765694,Bage,584,59,1,0.0,130260.11
3132,1,1,1,Male,15619407,Buckley,615,39,4,133707.09,108152.75
8036,2,0,0,Male,15807221,Weaver,555,21,1,0.0,103901.35
8850,4,1,1,Female,15590201,Fiorentini,500,50,5,0.0,83866.35
994,2,1,0,Male,15623521,Sozonov,838,43,9,123105.88,145765.83
6108,2,1,1,Male,15761076,Lei,507,41,3,58820.32,138536.09
730,1,1,1,Male,15812750,Ozioma,591,24,6,147360.0,25310.82
6974,2,1,1,Male,15715643,Ijendu,662,44,8,0.0,175314.87
6273,2,0,1,Male,15576935,Ampt,743,43,2,161807.18,93228.86
6751,1,1,1,Female,15735636,Toscano,604,53,2,121389.78,48201.64
3509,1,1,1,Male,15729958,Wilkinson,777,37,1,0.0,126837.72
3533,1,0,1,Female,15808557,Mancini,695,42,5,0.0,72172.13
2513,2,1,0,Male,15755825,McGuirk,666,39,10,0.0,102999.33
5436,2,0,0,Female,15811200,Ts'ao,831,34,2,0.0,165840.94
3625,2,1,1,Male,15781678,Pisani,470,31,4,55732.92,103792.53
465,1,1,0,Male,15726032,Enyinnaya,608,33,9,89968.69,68777.26
6755,2,1,1,Male,15683483,Fleming,812,38,3,127117.8,174822.74
6759,2,1,1,Male,15660878,T'ien,705,92,1,126076.24,34436.83
7991,2,1,0,Female,15787710,Tikhonov,427,39,9,0.0,28368.37
157,2,1,1,Female,15623595,Clayton,586,28,2,0.0,92067.35
3960,1,0,1,Male,15616811,MacDonald,535,47,0,160729.1,145986.35
8832,2,1,1,Male,15765345,Wood,753,35,4,0.0,106303.4
5470,2,1,1,Male,15736124,Thompson,617,25,1,102585.88,115387.4
185,2,1,0,Male,15654506,Chang,514,32,8,0.0,95857.18
1002,2,1,1,Male,15633897,Owen,725,39,1,50880.98,184023.54
9508,2,1,1,Male,15618950,Lo Duca,644,26,8,96659.64,138775.69
5623,2,1,1,Male,15696812,Lazareva,586,42,6,0.0,123410.23
400,1,1,0,Male,15690452,Tung,605,52,1,63349.75,108887.44
6240,1,1,0,Male,15626507,Chukwubuikem,558,27,1,152283.39,183271.15
8940,2,1,0,Male,15658148,Udokamma,657,38,7,0.0,185827.74
9932,2,1,1,Male,15813451,Fleetwood-Smith,677,18,8,134796.87,114858.9
7342,2,1,1,Male,15730360,Mackenzie,502,30,4,0.0,66263.87
9832,1,1,1,Female,15814690,Chukwujekwu,595,64,2,105736.32,89935.73
8466,1,0,0,Male,15772383,Toscani,613,36,9,131307.11,83343.73
8756,1,1,1,Female,15784923,Chimezie,705,37,3,109974.22,36320.87
7958,2,1,1,Male,15802483,Hancock,686,34,6,146178.13,88837.11
1250,1,1,1,Male,15702789,Carter,548,32,5,175214.71,155165.61
3143,2,1,0,Female,15722061,Allen,619,41,8,142015.76,114323.66
7430,2,1,0,Female,15754578,Okeke,606,35,0,135984.15,186778.89
59,1,1,1,Male,15804771,Velazquez,614,51,4,40685.92,46775.28
7855,2,1,1,Female,15663808,Ifesinachi,666,59,8,152614.51,188782.3
1113,1,1,0,Female,15648800,Paterson,731,21,8,132312.06,106663.46
3057,1,1,0,Male,15598840,Moretti,680,33,1,123082.08,134960.98
9569,2,1,0,Female,15643523,Power,710,30,10,0.0,19500.1
1328,1,0,1,Female,15574331,Alexeeva,593,62,3,118233.81,24765.53
4995,2,0,1,Female,15583480,Morgan,807,36,4,0.0,147007.33
6682,2,1,0,Male,15680683,Simmons,640,29,5,197200.04,141453.62
2072,2,1,1,Male,15711015,Hammonds,743,36,4,0.0,190911.02
4793,1,1,1,Female,15787322,Yeh,788,41,6,0.0,25571.37
6829,1,1,1,Male,15601351,Moroney,735,43,9,127806.91,73069.59
9629,1,0,1,Male,15601977,Burgoyne,497,44,2,121250.04,79691.4
8218,2,0,1,Female,15634792,Weston,516,40,9,0.0,33266.29
7567,4,0,0,Male,15750545,Chidiebere,629,44,5,0.0,117572.59
5922,3,1,0,Female,15786196,Han,555,44,3,105770.7,60533.96
1550,2,1,1,Female,15599552,Conway,639,54,2,0.0,53843.71
1009,1,1,1,Male,15750765,Sanders,650,71,0,0.0,175380.77
3755,1,0,0,Male,15620030,Jamieson,744,29,1,0.0,82422.97
8681,2,1,1,Female,15746338,Onyekachukwu,565,40,2,0.0,129956.13
9342,2,1,0,Female,15694321,Su,619,28,3,0.0,53394.12
8009,1,0,0,Male,15793803,Robinson,574,34,1,112572.39,165626.6
3860,1,1,1,Female,15605666,Peyser,720,34,6,110717.38,9398.45
3148,2,1,1,Female,15810075,Fang,648,39,6,130694.89,153955.38
2519,2,1,1,Female,15690231,K'ung,612,62,0,167026.61,192892.05
3127,1,0,0,Male,15721007,Charlton,776,33,8,115130.34,129525.5
9084,1,1,0,Female,15593499,Stevens,686,47,6,0.0,32080.69
5316,1,1,0,Male,15780386,Ferri,654,40,5,105683.63,173617.09
1195,1,1,1,Female,15578866,Hughes,676,43,2,0.0,55119.53
9050,2,0,0,Male,15760988,Liu,667,33,9,124573.33,683.37
879,2,1,1,Female,15697497,She,518,45,9,105525.65,73418.29
6989,2,1,0,Female,15811877,Shao,700,36,4,0.0,130789.15
2487,1,1,0,Female,15651140,Doherty,710,32,3,0.0,94790.34
2840,2,1,0,Male,15714057,Windradyne,528,40,4,0.0,25399.7
4329,2,1,1,Male,15753362,Evdokimov,748,60,3,0.0,78194.37
2930,1,1,0,Male,15573452,Manning,663,42,7,115930.87,19862.78
6424,2,0,0,Male,15782608,Huang,743,43,5,0.0,113079.19
2485,1,0,1,Female,15659501,Chioke,753,38,6,142263.45,33730.43
5747,1,0,1,Male,15688128,Loggia,542,34,8,108653.93,144725.14
883,1,1,0,Female,15743007,Seabrook,643,45,4,45144.43,60917.24
4914,2,1,1,Female,15679062,Morrison,734,47,10,91522.04,138835.91
6210,2,1,0,Male,15592197,Simmons,522,30,3,0.0,145490.85
9578,2,0,1,Male,15810891,Lorenzo,662,34,2,117731.79,55120.79
211,2,1,1,Male,15624592,Tan,603,31,8,0.0,169915.02
2275,2,1,1,Female,15579208,Chikezie,550,48,6,0.0,191870.28
2328,2,1,1,Male,15664204,Meany,706,29,2,0.0,18255.51
4950,1,1,0,Female,15771383,Loggia,628,45,6,53667.44,115022.94
3319,1,0,0,Male,15567114,McGarry,430,35,1,118894.22,2923.61
9834,1,0,1,Female,15799358,Vincent,516,46,6,62212.29,171681.86
4607,1,1,0,Male,15734524,Wang,653,51,3,0.0,170426.65
1438,1,0,0,Male,15574068,Norman,504,56,9,104217.3,55857.48
467,3,1,0,Female,15593782,Brookes,816,38,5,130878.75,71905.77
5466,1,0,1,Male,15611848,Kwemtochukwu,850,32,3,137714.25,159403.68
3329,2,0,0,Female,15684925,Vicars,850,43,3,0.0,2465.8
5828,3,1,0,Female,15684419,Wallace,709,37,8,0.0,71738.56
8607,2,0,0,Male,15643215,Jen,602,38,2,71667.97,137111.89
696,1,1,1,Male,15727299,Edgar,445,62,1,64119.38,76569.64
7267,1,1,0,Male,15724851,Farmer,507,31,9,111589.67,150037.19
9144,1,1,1,Male,15731463,Gboliwe,818,43,10,105301.5,78941.59
8180,1,1,1,Male,15643378,Muir,744,42,1,112419.92,83022.92
9938,1,0,0,Female,15593496,Korovin,526,36,5,91132.18,58111.71
1314,1,1,0,Male,15644833,Duncan,675,54,2,0.0,149583.67
2301,2,1,1,Female,15757577,Odili,676,61,8,0.0,118522.73
2039,1,1,1,Female,15595831,Shen,579,64,6,145215.43,164083.72
7108,2,0,1,Female,15594812,Campbell,806,37,2,137794.18,75232.02
3666,2,1,1,Female,15725068,Quinn,701,21,9,0.0,26327.42
914,1,1,1,Male,15710404,Chinwendu,569,35,10,124525.52,193793.78
12,2,1,0,Female,15632264,Kay,476,34,10,0.0,26260.98
8583,1,0,1,Female,15715888,Allardyce,591,38,2,142289.28,119638.85
6427,2,1,0,Male,15668943,Henderson,746,37,2,0.0,143194.05
1536,2,1,0,Female,15794014,Schofield,838,34,8,0.0,27472.07
736,1,1,1,Male,15794278,Romani,816,67,6,151858.98,72814.31
8201,1,0,1,Female,15614936,Mancini,718,49,10,82321.88,11144.4
8652,1,0,0,Female,15787204,Howe,774,43,1,110646.54,108804.28
453,1,1,0,Female,15668444,He,590,44,3,139432.37,62222.81
4345,1,1,1,Male,15584536,Barber,720,46,3,97042.6,133516.51
927,1,1,1,Male,15633461,Pai,639,38,5,130170.82,149599.62
6291,2,0,0,Male,15779886,Munson,563,24,7,0.0,16319.56
8281,1,1,1,Male,15598485,Pinto,567,40,8,28649.64,95140.62
8722,1,1,0,Male,15718667,T'ien,621,35,7,87619.29,143.34
6473,2,1,0,Male,15595557,Li,798,22,8,0.0,107615.43
37,1,0,1,Male,15729599,Lorenzo,804,33,7,76548.6,98453.45
5770,1,1,0,Male,15694381,Lloyd,631,51,8,100654.8,171587.9
2554,1,0,0,Male,15739357,Moss,756,30,2,145127.85,7554.68
7632,1,1,0,Male,15620570,Sinnett,736,43,4,202443.47,72375.03
9998,2,1,0,Male,15682355,Sabbatini,772,42,3,75075.31,92888.52
6620,2,1,0,Male,15751297,Wilson,732,36,5,0.0,161428.25
940,1,1,1,Male,15754084,Palazzi,710,35,1,106518.52,127951.81
7398,1,1,1,Female,15577771,Akabueze,453,40,1,111524.49,120373.84
6128,2,0,1,Male,15672016,Sabbatini,819,35,1,0.0,3385.04
9829,1,0,1,Male,15724200,Cheng,584,38,1,115341.55,173632.92
2680,2,1,0,Female,15813532,Burns,625,39,5,0.0,32615.21
4354,1,1,0,Male,15612893,Nelson,558,45,4,0.0,131807.14
3058,2,1,1,Female,15744279,Patterson,680,58,8,0.0,65708.5
7880,2,0,0,Female,15612418,Virgo,744,38,9,0.0,20940.76
738,2,1,0,Male,15661036,Davis,725,46,6,0.0,161767.38
538,3,0,1,Female,15794142,Ferreira,564,62,5,114931.35,18260.98
3325,2,1,1,Female,15711468,Tennant,527,32,7,0.0,44099.75
4239,1,1,0,Female,15756481,Garcia,636,39,3,118336.14,184691.77
1400,2,0,1,Female,15670481,Woods,684,27,9,122550.05,137835.82
4046,2,1,0,Male,15806403,Hu,650,37,9,0.0,17974.08
5137,4,1,0,Female,15601594,Ifeanacho,698,51,6,144237.91,157143.61
4229,2,1,1,Female,15808326,Maslov,592,34,9,0.0,20460.2
4191,1,1,0,Male,15715597,Onyemauchechi,679,36,1,97234.58,188997.08
9142,2,1,0,Female,15663312,Marino,494,35,9,112727.06,183752.91
5538,2,0,0,Female,15687094,Calabresi,717,28,9,82498.14,40437.67
2692,2,0,0,Male,15736274,Prokhorova,751,31,8,0.0,17550.49
5340,1,1,0,Male,15612667,Bird,680,42,0,0.0,136377.21
9917,1,0,1,Male,15755731,Davis,635,53,8,117005.55,123646.57
7670,1,1,1,Female,15711759,Wilkins,576,29,5,108541.04,126469.09
9173,1,0,1,Male,15653572,Thornton,673,43,8,127132.96,6009.27
1807,1,0,1,Female,15605037,Ting,818,49,2,0.0,192298.84
5111,2,0,1,Male,15742886,Ford,642,26,1,138023.79,117060.2
3989,1,0,1,Male,15714256,Gerasimov,666,30,7,109805.3,163625.56
3455,2,1,1,Male,15580988,Odell,842,29,8,0.0,123437.05
2907,2,1,1,Female,15727311,Yen,539,22,0,100885.93,38772.65
6651,1,0,0,Male,15803941,Seleznev,600,46,10,95502.21,19842.18
8287,1,1,1,Female,15682467,Chimezie,725,36,1,118851.05,102747.02
6244,2,1,0,Female,15725302,Streeton,670,20,4,0.0,119759.24
2697,2,1,1,Male,15699450,Li,723,48,7,0.0,150694.58
4016,1,0,1,Male,15789753,Millar,480,40,6,148790.61,79329.7
4339,2,1,1,Female,15605293,McKay,559,43,1,0.0,196645.87
4645,2,1,1,Female,15782144,Gilroy,522,34,3,0.0,3894.34
7739,1,0,1,Male,15689952,Zuyeva,724,41,5,0.0,115753.94
7091,1,1,0,Male,15763108,Davis,600,53,7,106261.63,93629.66
4692,2,0,0,Male,15787848,Chinedum,602,30,9,113672.18,102135.92
1739,2,1,0,Male,15730639,Fiorentino,715,23,7,139224.92,65057.71
5406,1,0,0,Female,15593954,Eva,516,47,6,109387.33,121365.45
4588,1,1,0,Male,15761720,Mead,422,41,6,153238.88,11663.09
3125,1,1,1,Female,15685346,Chu,736,26,4,135889.13,165692.03
2157,2,1,1,Female,15750649,Uwakwe,744,44,3,0.0,189016.14
5333,1,0,0,Male,15784445,Huang,717,33,1,99106.73,194467.23
8636,1,1,1,Male,15582892,Scott,601,46,2,99786.07,32683.88
1825,1,1,0,Male,15678727,Tan,770,45,4,110765.68,26163.74
4230,3,1,0,Female,15566660,Cole,670,41,10,0.0,81602.02
3487,1,0,1,Female,15734044,Black,671,31,7,41299.03,102681.32
9053,2,1,0,Female,15604551,Robb,732,35,3,0.0,90876.95
9768,2,0,1,Male,15644994,Ko,714,54,4,137986.58,51308.54
3647,1,0,1,Male,15624775,Onyeoruru,729,67,2,94203.8,102391.06
5902,2,1,0,Male,15586504,Trevisani,694,40,9,0.0,40463.03
6385,2,0,1,Female,15706810,Zuyeva,606,32,1,106301.85,59061.25
5638,2,0,0,Female,15576774,Stevenson,729,38,7,0.0,45779.9
6423,1,1,0,Male,15600720,Moore,652,41,8,115144.68,188905.43
7826,1,1,0,Female,15647838,Davison,648,51,2,116574.84,4121.04
7743,1,1,1,Male,15741643,Chiang,777,35,7,122917.69,76169.68
3012,1,1,0,Female,15739160,Mahon,849,41,9,115465.28,103174.5
7671,1,1,0,Male,15615296,Rice,405,39,10,0.0,160810.85
9548,2,1,0,Male,15758513,McDonald,569,43,7,0.0,52534.81
9977,2,1,1,Female,15579969,Mancini,683,32,9,0.0,24991.92
3080,2,1,0,Male,15694288,Cawthorne,468,28,3,0.0,170661.02
3520,2,1,0,Female,15569248,Milanesi,554,43,10,0.0,149629.13
4978,1,0,1,Male,15758939,Bray,540,35,7,127801.88,84239.46
7619,2,1,0,Female,15758477,Tobeolisa,547,32,2,0.0,132002.83
4347,2,0,0,Male,15645271,Radcliffe-Brown,615,24,8,108528.07,179488.41
8440,1,1,1,Female,15781127,Giordano,663,33,8,96769.04,36864.05
1346,1,1,1,Male,15777826,Wofford,643,30,5,94443.77,165614.4
7087,1,0,1,Female,15615832,Teague,675,35,8,155621.08,35177.31
8947,1,0,1,Female,15674110,Walton,701,43,2,160416.56,37266.43
5651,1,1,1,Female,15766272,Folliero,521,61,0,125193.96,109356.53
8081,1,0,1,Male,15757895,Martin,569,30,6,106629.49,44114.88
1791,2,1,0,Female,15776467,De Salis,702,35,8,14262.8,54689.16
7428,2,1,1,Male,15750055,Onio,503,32,9,100262.88,157921.25
9579,2,1,1,Male,15640407,Chidiegwu,821,45,0,135827.33,131778.58
9959,1,1,0,Male,15677783,Graham,764,38,4,113607.47,91094.46
2270,2,0,0,Female,15622217,Tu,538,38,8,88758.95,28226.15
9766,1,1,0,Male,15795511,Vasiliev,800,39,4,95252.72,13906.34
2955,1,1,1,Female,15807481,Peng,577,46,1,0.0,158750.53
3443,2,1,0,Female,15606755,Moretti,597,46,4,0.0,58667.16
7735,1,1,1,Male,15774936,Liang,543,41,6,143350.41,192070.16
833,2,1,1,Male,15625881,Koehler,634,37,3,111432.77,167032.49
6498,1,1,0,Female,15770405,Warlow-Davies,613,27,5,125167.74,199104.52
2991,1,1,0,Male,15699284,Johnson,584,49,8,172713.44,113860.81
7792,2,1,0,Male,15613197,Ugochukwutubelum,590,40,8,0.0,62933.03
2150,1,0,1,Male,15771211,Perkins,668,38,10,86977.96,37094.75
4022,2,1,1,Male,15811290,Komarova,680,44,0,129974.79,33391.38
7614,2,1,0,Male,15725002,Smith,749,37,7,0.0,20306.79
6123,2,1,1,Female,15714493,Francis,465,33,6,0.0,95500.98
3338,2,1,1,Female,15739223,Pai,688,24,3,0.0,102195.16
4343,1,1,0,Male,15654577,Alexeeva,549,54,5,92877.33,2619.64
4463,3,1,0,Female,15778975,Nnonso,850,70,1,96947.58,62282.99
2375,1,1,1,Female,15764618,Tseng,815,39,6,0.0,85167.88
9043,2,0,0,Male,15801920,Christian,727,39,5,80615.46,180962.32
5570,3,1,0,Male,15645847,P'eng,569,35,2,109196.66,109393.19
8598,2,1,1,Female,15624424,Palerma,678,49,1,0.0,102472.9
8503,2,0,1,Female,15794101,Barese,559,48,2,0.0,137961.41
8879,2,1,1,Male,15774277,Chiu,809,43,2,0.0,132908.07
1886,1,1,1,Male,15566958,Li Fonti,667,39,7,167557.12,41183.02
1197,2,1,0,Female,15813444,McIntosh,590,34,6,0.0,171021.44
6426,1,1,0,Male,15749123,Sokolova,743,45,7,157332.26,125424.42
8910,1,0,0,Female,15744873,Wright,657,48,5,143595.87,101314.65
2935,2,1,0,Male,15689425,Olejuru,687,35,8,100988.39,22247.27
6341,1,1,1,Female,15658364,Laney,807,40,1,134590.21,46253.65
1429,1,1,1,Female,15626485,Lu,601,26,8,78892.23,23703.52
6306,2,1,1,Male,15656471,Mitchell,773,33,9,0.0,1118.31
3649,1,1,1,Male,15745355,Golibe,597,41,4,153198.23,92090.36
1937,2,1,0,Male,15697879,Webb,701,30,3,156660.72,45742.42
5171,2,1,1,Male,15760849,Nwachukwu,537,39,2,0.0,137651.6
7763,1,1,1,Female,15767064,Davide,614,36,1,44054.84,73329.08
6392,2,1,0,Female,15701352,Fanucci,611,28,3,96381.68,181419.29
1153,1,0,0,Female,15669899,Fitts,755,45,7,135643.0,143619.52
6249,2,0,0,Female,15806486,Cunningham,705,48,0,0.0,149772.61
7036,1,0,0,Male,15678882,Hay,540,37,3,129965.18,19374.08
4228,2,1,1,Female,15691061,Rapuokwu,740,37,9,0.0,73225.31
4974,1,0,1,Female,15744942,Steele,638,55,2,155828.22,108987.25
6400,2,0,0,Female,15585907,Collier,676,30,5,0.0,179066.58
3639,1,1,0,Female,15793049,Atkins,680,48,8,115115.38,139558.6
3971,1,1,0,Male,15790809,Lo Duca,685,40,7,74896.92,198694.2
9593,1,0,1,Female,15772216,Henry,738,67,1,130652.52,22762.23
3375,1,1,1,Female,15733234,Moretti,777,58,4,0.0,62449.07
2486,2,1,0,Female,15745001,Kovalev,683,36,7,0.0,104786.59
6953,1,1,1,Male,15579109,Napolitano,574,35,5,163856.76,15118.2
